gene_id	tissueA	tissueB	dom_isoform_A	dom_isoform_B	n_diff_regions	diff_bp	a	b	rci_a	rci_b	agree_a	agree_b	ncl_a	ncl_b	delta_rci	cs	alu_a	alu_b	len_a	len_b	alu_diff	len_diff	group
ENSG00000223969.5	Heart - Atrial Appendage	Heart - Left Ventricle	ENST00000441971.5	ENST00000412669.1	2	315	ENST00000441971	ENST00000412669	2.310182887214263	1.8895608782603204	1.0	1.0	1.0	2.0	-0.4206220089539427	False	0.0	0.0	450	449	0.0	1	concordant
ENSG00000223969.5	Heart - Atrial Appendage	Muscle - Skeletal	ENST00000441971.5	ENST00000412669.1	2	315	ENST00000441971	ENST00000412669	2.310182887214263	1.8895608782603204	1.0	1.0	1.0	2.0	-0.4206220089539427	False	0.0	0.0	450	449	0.0	1	concordant
ENSG00000223969.5	Heart - Left Ventricle	Liver	ENST00000412669.1	ENST00000441971.5	2	315	ENST00000412669	ENST00000441971	1.8895608782603204	2.310182887214263	1.0	1.0	2.0	1.0	0.4206220089539427	False	0.0	0.0	449	450	0.0	1	concordant
ENSG00000223969.5	Heart - Left Ventricle	Lung	ENST00000412669.1	ENST00000441971.5	2	315	ENST00000412669	ENST00000441971	1.8895608782603204	2.310182887214263	1.0	1.0	2.0	1.0	0.4206220089539427	False	0.0	0.0	449	450	0.0	1	concordant
ENSG00000223969.5	Liver	Muscle - Skeletal	ENST00000441971.5	ENST00000412669.1	2	315	ENST00000441971	ENST00000412669	2.310182887214263	1.8895608782603204	1.0	1.0	1.0	2.0	-0.4206220089539427	False	0.0	0.0	450	449	0.0	1	concordant
ENSG00000223969.5	Lung	Muscle - Skeletal	ENST00000441971.5	ENST00000412669.1	2	315	ENST00000441971	ENST00000412669	2.310182887214263	1.8895608782603204	1.0	1.0	1.0	2.0	-0.4206220089539427	False	0.0	0.0	450	449	0.0	1	concordant
ENSG00000261824.6	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	ENST00000586954.1	ENST00000590677.5	5	2393	ENST00000586954	ENST00000590677	-5.10013667128545	0.4178598576114285	1.0	0.7333333333333333	3.0	15.0	5.517996528896878	True	0.0	0.0	2254	883	0.0	1371	cs
ENSG00000261824.6	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	ENST00000586954.1	ENST00000590677.5	5	2393	ENST00000586954	ENST00000590677	-5.10013667128545	0.4178598576114285	1.0	0.7333333333333333	3.0	15.0	5.517996528896878	True	0.0	0.0	2254	883	0.0	1371	cs
ENSG00000261824.6	Brain - Cerebellar Hemisphere	Cells - Cultured fibroblasts	ENST00000586954.1	ENST00000590677.5	5	2393	ENST00000586954	ENST00000590677	-5.10013667128545	0.4178598576114285	1.0	0.7333333333333333	3.0	15.0	5.517996528896878	True	0.0	0.0	2254	883	0.0	1371	cs
ENSG00000261824.6	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	ENST00000586954.1	ENST00000590677.5	5	2393	ENST00000586954	ENST00000590677	-5.10013667128545	0.4178598576114285	1.0	0.7333333333333333	3.0	15.0	5.517996528896878	True	0.0	0.0	2254	883	0.0	1371	cs
ENSG00000261824.6	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	ENST00000586954.1	ENST00000590677.5	5	2393	ENST00000586954	ENST00000590677	-5.10013667128545	0.4178598576114285	1.0	0.7333333333333333	3.0	15.0	5.517996528896878	True	0.0	0.0	2254	883	0.0	1371	cs
ENSG00000261824.6	Brain - Cerebellar Hemisphere	Liver	ENST00000586954.1	ENST00000590677.5	5	2393	ENST00000586954	ENST00000590677	-5.10013667128545	0.4178598576114285	1.0	0.7333333333333333	3.0	15.0	5.517996528896878	True	0.0	0.0	2254	883	0.0	1371	cs
ENSG00000261824.6	Brain - Cerebellar Hemisphere	Lung	ENST00000586954.1	ENST00000590677.5	5	2393	ENST00000586954	ENST00000590677	-5.10013667128545	0.4178598576114285	1.0	0.7333333333333333	3.0	15.0	5.517996528896878	True	0.0	0.0	2254	883	0.0	1371	cs
ENSG00000261824.6	Brain - Cerebellar Hemisphere	Muscle - Skeletal	ENST00000586954.1	ENST00000590677.5	5	2393	ENST00000586954	ENST00000590677	-5.10013667128545	0.4178598576114285	1.0	0.7333333333333333	3.0	15.0	5.517996528896878	True	0.0	0.0	2254	883	0.0	1371	cs
ENSG00000233223.2	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Cerebellar Hemisphere	Liver	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Cerebellar Hemisphere	Lung	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Cerebellar Hemisphere	Muscle - Skeletal	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Frontal Cortex (BA9)	Liver	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Frontal Cortex (BA9)	Lung	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Putamen (basal ganglia)	Liver	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Putamen (basal ganglia)	Lung	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Brain - Putamen (basal ganglia)	Muscle - Skeletal	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Cells - Cultured fibroblasts	Heart - Atrial Appendage	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Cells - Cultured fibroblasts	Heart - Left Ventricle	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Cells - Cultured fibroblasts	Liver	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Cells - Cultured fibroblasts	Lung	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000233223.2	Cells - Cultured fibroblasts	Muscle - Skeletal	ENST00000573187.1	ENST00000415124.1	4	1031	ENST00000573187	ENST00000415124	-0.7331064915141896	1.4983556813011385	0.7142857142857143	1.0	14.0	10.0	2.231462172815328	True	0.0	0.0	679	352	0.0	327	cs
ENSG00000235706.7	Brain - Cerebellar Hemisphere	Brain - Frontal Cortex (BA9)	ENST00000554631.2	ENST00000439999.1	4	3412	ENST00000554631	ENST00000439999	-3.338261189347523	-6.72095335227112	1.0	1.0	14.0	8.0	-3.3826921629235964	False	0.17495611468695144	0.1928540680154972	1709	2323	0.017897953328545768	614	concordant
ENSG00000235706.7	Brain - Cerebellar Hemisphere	Brain - Putamen (basal ganglia)	ENST00000554631.2	ENST00000439819.5	5	1133	ENST00000554631	ENST00000439819	-3.338261189347523	-2.5397332467281584	1.0	1.0	14.0	13.0	0.7985279426193648	False	0.17495611468695144	0.1419753086419753	1709	810	0.032980806044976135	899	concordant
ENSG00000235706.7	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	ENST00000554631.2	ENST00000439819.5	5	1133	ENST00000554631	ENST00000439819	-3.338261189347523	-2.5397332467281584	1.0	1.0	14.0	13.0	0.7985279426193648	False	0.17495611468695144	0.1419753086419753	1709	810	0.032980806044976135	899	concordant
ENSG00000235706.7	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	ENST00000554631.2	ENST00000439819.5	5	1133	ENST00000554631	ENST00000439819	-3.338261189347523	-2.5397332467281584	1.0	1.0	14.0	13.0	0.7985279426193648	False	0.17495611468695144	0.1419753086419753	1709	810	0.032980806044976135	899	concordant
ENSG00000235706.7	Brain - Cerebellar Hemisphere	Liver	ENST00000554631.2	ENST00000439999.1	4	3412	ENST00000554631	ENST00000439999	-3.338261189347523	-6.72095335227112	1.0	1.0	14.0	8.0	-3.3826921629235964	False	0.17495611468695144	0.1928540680154972	1709	2323	0.017897953328545768	614	concordant
ENSG00000235706.7	Brain - Cerebellar Hemisphere	Muscle - Skeletal	ENST00000554631.2	ENST00000439819.5	5	1133	ENST00000554631	ENST00000439819	-3.338261189347523	-2.5397332467281584	1.0	1.0	14.0	13.0	0.7985279426193648	False	0.17495611468695144	0.1419753086419753	1709	810	0.032980806044976135	899	concordant
ENSG00000235706.7	Brain - Frontal Cortex (BA9)	Brain - Putamen (basal ganglia)	ENST00000439999.1	ENST00000439819.5	4	2279	ENST00000439999	ENST00000439819	-6.72095335227112	-2.5397332467281584	1.0	1.0	8.0	13.0	4.181220105542961	False	0.1928540680154972	0.1419753086419753	2323	810	0.050878759373521903	1513	concordant
ENSG00000235706.7	Brain - Frontal Cortex (BA9)	Cells - Cultured fibroblasts	ENST00000439999.1	ENST00000554631.2	4	3412	ENST00000439999	ENST00000554631	-6.72095335227112	-3.338261189347523	1.0	1.0	8.0	14.0	3.3826921629235964	False	0.1928540680154972	0.17495611468695144	2323	1709	0.017897953328545768	614	concordant
ENSG00000235706.7	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	ENST00000439999.1	ENST00000439819.5	4	2279	ENST00000439999	ENST00000439819	-6.72095335227112	-2.5397332467281584	1.0	1.0	8.0	13.0	4.181220105542961	False	0.1928540680154972	0.1419753086419753	2323	810	0.050878759373521903	1513	concordant
ENSG00000235706.7	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	ENST00000439999.1	ENST00000439819.5	4	2279	ENST00000439999	ENST00000439819	-6.72095335227112	-2.5397332467281584	1.0	1.0	8.0	13.0	4.181220105542961	False	0.1928540680154972	0.1419753086419753	2323	810	0.050878759373521903	1513	concordant
ENSG00000235706.7	Brain - Frontal Cortex (BA9)	Lung	ENST00000439999.1	ENST00000554631.2	4	3412	ENST00000439999	ENST00000554631	-6.72095335227112	-3.338261189347523	1.0	1.0	8.0	14.0	3.3826921629235964	False	0.1928540680154972	0.17495611468695144	2323	1709	0.017897953328545768	614	concordant
ENSG00000235706.7	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	ENST00000439999.1	ENST00000439819.5	4	2279	ENST00000439999	ENST00000439819	-6.72095335227112	-2.5397332467281584	1.0	1.0	8.0	13.0	4.181220105542961	False	0.1928540680154972	0.1419753086419753	2323	810	0.050878759373521903	1513	concordant
ENSG00000235706.7	Brain - Putamen (basal ganglia)	Cells - Cultured fibroblasts	ENST00000439819.5	ENST00000554631.2	5	1133	ENST00000439819	ENST00000554631	-2.5397332467281584	-3.338261189347523	1.0	1.0	13.0	14.0	-0.7985279426193648	False	0.1419753086419753	0.17495611468695144	810	1709	0.032980806044976135	899	concordant
ENSG00000235706.7	Brain - Putamen (basal ganglia)	Liver	ENST00000439819.5	ENST00000439999.1	4	2279	ENST00000439819	ENST00000439999	-2.5397332467281584	-6.72095335227112	1.0	1.0	13.0	8.0	-4.181220105542961	False	0.1419753086419753	0.1928540680154972	810	2323	0.050878759373521903	1513	concordant
ENSG00000235706.7	Brain - Putamen (basal ganglia)	Lung	ENST00000439819.5	ENST00000554631.2	5	1133	ENST00000439819	ENST00000554631	-2.5397332467281584	-3.338261189347523	1.0	1.0	13.0	14.0	-0.7985279426193648	False	0.1419753086419753	0.17495611468695144	810	1709	0.032980806044976135	899	concordant
ENSG00000235706.7	Cells - Cultured fibroblasts	Heart - Atrial Appendage	ENST00000554631.2	ENST00000439819.5	5	1133	ENST00000554631	ENST00000439819	-3.338261189347523	-2.5397332467281584	1.0	1.0	14.0	13.0	0.7985279426193648	False	0.17495611468695144	0.1419753086419753	1709	810	0.032980806044976135	899	concordant
ENSG00000235706.7	Cells - Cultured fibroblasts	Heart - Left Ventricle	ENST00000554631.2	ENST00000439819.5	5	1133	ENST00000554631	ENST00000439819	-3.338261189347523	-2.5397332467281584	1.0	1.0	14.0	13.0	0.7985279426193648	False	0.17495611468695144	0.1419753086419753	1709	810	0.032980806044976135	899	concordant
ENSG00000235706.7	Cells - Cultured fibroblasts	Liver	ENST00000554631.2	ENST00000439999.1	4	3412	ENST00000554631	ENST00000439999	-3.338261189347523	-6.72095335227112	1.0	1.0	14.0	8.0	-3.3826921629235964	False	0.17495611468695144	0.1928540680154972	1709	2323	0.017897953328545768	614	concordant
ENSG00000235706.7	Cells - Cultured fibroblasts	Muscle - Skeletal	ENST00000554631.2	ENST00000439819.5	5	1133	ENST00000554631	ENST00000439819	-3.338261189347523	-2.5397332467281584	1.0	1.0	14.0	13.0	0.7985279426193648	False	0.17495611468695144	0.1419753086419753	1709	810	0.032980806044976135	899	concordant
ENSG00000235706.7	Heart - Atrial Appendage	Liver	ENST00000439819.5	ENST00000439999.1	4	2279	ENST00000439819	ENST00000439999	-2.5397332467281584	-6.72095335227112	1.0	1.0	13.0	8.0	-4.181220105542961	False	0.1419753086419753	0.1928540680154972	810	2323	0.050878759373521903	1513	concordant
ENSG00000235706.7	Heart - Atrial Appendage	Lung	ENST00000439819.5	ENST00000554631.2	5	1133	ENST00000439819	ENST00000554631	-2.5397332467281584	-3.338261189347523	1.0	1.0	13.0	14.0	-0.7985279426193648	False	0.1419753086419753	0.17495611468695144	810	1709	0.032980806044976135	899	concordant
ENSG00000235706.7	Heart - Left Ventricle	Liver	ENST00000439819.5	ENST00000439999.1	4	2279	ENST00000439819	ENST00000439999	-2.5397332467281584	-6.72095335227112	1.0	1.0	13.0	8.0	-4.181220105542961	False	0.1419753086419753	0.1928540680154972	810	2323	0.050878759373521903	1513	concordant
ENSG00000235706.7	Heart - Left Ventricle	Lung	ENST00000439819.5	ENST00000554631.2	5	1133	ENST00000439819	ENST00000554631	-2.5397332467281584	-3.338261189347523	1.0	1.0	13.0	14.0	-0.7985279426193648	False	0.1419753086419753	0.17495611468695144	810	1709	0.032980806044976135	899	concordant
ENSG00000235706.7	Liver	Lung	ENST00000439999.1	ENST00000554631.2	4	3412	ENST00000439999	ENST00000554631	-6.72095335227112	-3.338261189347523	1.0	1.0	8.0	14.0	3.3826921629235964	False	0.1928540680154972	0.17495611468695144	2323	1709	0.017897953328545768	614	concordant
ENSG00000235706.7	Liver	Muscle - Skeletal	ENST00000439999.1	ENST00000439819.5	4	2279	ENST00000439999	ENST00000439819	-6.72095335227112	-2.5397332467281584	1.0	1.0	8.0	13.0	4.181220105542961	False	0.1928540680154972	0.1419753086419753	2323	810	0.050878759373521903	1513	concordant
ENSG00000235706.7	Lung	Muscle - Skeletal	ENST00000554631.2	ENST00000439819.5	5	1133	ENST00000554631	ENST00000439819	-3.338261189347523	-2.5397332467281584	1.0	1.0	14.0	13.0	0.7985279426193648	False	0.17495611468695144	0.1419753086419753	1709	810	0.032980806044976135	899	concordant
ENSG00000236404.8	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	ENST00000416826.6	ENST00000424605.5	11	3415	ENST00000416826	ENST00000424605	-0.5569481245515595	0.6326289343514705	1.0	0.6666666666666666	1.0	3.0	1.18957705890303	True	0.1269340069466372	0.0	3167	746	0.1269340069466372	2421	cs
ENSG00000236404.8	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	ENST00000416826.6	ENST00000424605.5	11	3415	ENST00000416826	ENST00000424605	-0.5569481245515595	0.6326289343514705	1.0	0.6666666666666666	1.0	3.0	1.18957705890303	True	0.1269340069466372	0.0	3167	746	0.1269340069466372	2421	cs
ENSG00000236404.8	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	ENST00000416826.6	ENST00000424605.5	11	3415	ENST00000416826	ENST00000424605	-0.5569481245515595	0.6326289343514705	1.0	0.6666666666666666	1.0	3.0	1.18957705890303	True	0.1269340069466372	0.0	3167	746	0.1269340069466372	2421	cs
ENSG00000236404.8	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	ENST00000416826.6	ENST00000424605.5	11	3415	ENST00000416826	ENST00000424605	-0.5569481245515595	0.6326289343514705	1.0	0.6666666666666666	1.0	3.0	1.18957705890303	True	0.1269340069466372	0.0	3167	746	0.1269340069466372	2421	cs
ENSG00000236404.8	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	ENST00000416826.6	ENST00000424605.5	11	3415	ENST00000416826	ENST00000424605	-0.5569481245515595	0.6326289343514705	1.0	0.6666666666666666	1.0	3.0	1.18957705890303	True	0.1269340069466372	0.0	3167	746	0.1269340069466372	2421	cs
ENSG00000236404.8	Brain - Putamen (basal ganglia)	Heart - Left Ventricle	ENST00000416826.6	ENST00000424605.5	11	3415	ENST00000416826	ENST00000424605	-0.5569481245515595	0.6326289343514705	1.0	0.6666666666666666	1.0	3.0	1.18957705890303	True	0.1269340069466372	0.0	3167	746	0.1269340069466372	2421	cs
ENSG00000232645.5	Brain - Cerebellar Hemisphere	Muscle - Skeletal	ENST00000442440.1	ENST00000452395.1	3	393	ENST00000442440	ENST00000452395	-1.02717020116547	-3.0820125323845793	1.0	1.0	1.0	3.0	-2.0548423312191093	False	0.0	0.0	514	505	0.0	9	concordant
ENSG00000232645.5	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	ENST00000442440.1	ENST00000452395.1	3	393	ENST00000442440	ENST00000452395	-1.02717020116547	-3.0820125323845793	1.0	1.0	1.0	3.0	-2.0548423312191093	False	0.0	0.0	514	505	0.0	9	concordant
ENSG00000232645.5	Brain - Putamen (basal ganglia)	Muscle - Skeletal	ENST00000442440.1	ENST00000452395.1	3	393	ENST00000442440	ENST00000452395	-1.02717020116547	-3.0820125323845793	1.0	1.0	1.0	3.0	-2.0548423312191093	False	0.0	0.0	514	505	0.0	9	concordant
ENSG00000232645.5	Cells - Cultured fibroblasts	Muscle - Skeletal	ENST00000442440.1	ENST00000452395.1	3	393	ENST00000442440	ENST00000452395	-1.02717020116547	-3.0820125323845793	1.0	1.0	1.0	3.0	-2.0548423312191093	False	0.0	0.0	514	505	0.0	9	concordant
ENSG00000232645.5	Lung	Muscle - Skeletal	ENST00000442440.1	ENST00000452395.1	3	393	ENST00000442440	ENST00000452395	-1.02717020116547	-3.0820125323845793	1.0	1.0	1.0	3.0	-2.0548423312191093	False	0.0	0.0	514	505	0.0	9	concordant
ENSG00000251141.5	Brain - Cerebellar Hemisphere	Heart - Atrial Appendage	ENST00000503452.5	ENST00000503179.5	5	1277	ENST00000503452	ENST00000503179	1.16840908763163	-4.125192372253148	0.6666666666666666	1.0	3.0	5.0	-5.293601459884778	True	0.0	0.0	738	775	0.0	37	cs
ENSG00000251141.5	Brain - Cerebellar Hemisphere	Heart - Left Ventricle	ENST00000503452.5	ENST00000503179.5	5	1277	ENST00000503452	ENST00000503179	1.16840908763163	-4.125192372253148	0.6666666666666666	1.0	3.0	5.0	-5.293601459884778	True	0.0	0.0	738	775	0.0	37	cs
ENSG00000251141.5	Brain - Cerebellar Hemisphere	Muscle - Skeletal	ENST00000503452.5	ENST00000503179.5	5	1277	ENST00000503452	ENST00000503179	1.16840908763163	-4.125192372253148	0.6666666666666666	1.0	3.0	5.0	-5.293601459884778	True	0.0	0.0	738	775	0.0	37	cs
ENSG00000251141.5	Brain - Frontal Cortex (BA9)	Heart - Atrial Appendage	ENST00000503452.5	ENST00000503179.5	5	1277	ENST00000503452	ENST00000503179	1.16840908763163	-4.125192372253148	0.6666666666666666	1.0	3.0	5.0	-5.293601459884778	True	0.0	0.0	738	775	0.0	37	cs
ENSG00000251141.5	Brain - Frontal Cortex (BA9)	Heart - Left Ventricle	ENST00000503452.5	ENST00000503179.5	5	1277	ENST00000503452	ENST00000503179	1.16840908763163	-4.125192372253148	0.6666666666666666	1.0	3.0	5.0	-5.293601459884778	True	0.0	0.0	738	775	0.0	37	cs
ENSG00000251141.5	Brain - Frontal Cortex (BA9)	Muscle - Skeletal	ENST00000503452.5	ENST00000503179.5	5	1277	ENST00000503452	ENST00000503179	1.16840908763163	-4.125192372253148	0.6666666666666666	1.0	3.0	5.0	-5.293601459884778	True	0.0	0.0	738	775	0.0	37	cs
ENSG00000251141.5	Brain - Putamen (basal ganglia)	Heart - Atrial Appendage	ENST00000503452.5	ENST00000503179.5	5	1277	ENST00000503452	ENST00000503179	1.16840908763163	-4.125192372253148	0.6666666666666666	1.0	3.0	5.0	-5.293601459884778	True	0.0	0.0	738	775	0.0	37	cs
